word,class,level
fashion,noun,a2
fashionable,adjective,b1
fast,adjective,a1
fast,adverb,a1
fasten,verb,b1
fat,adjective,a1
fat,noun,a2
father,noun,a1
fault,noun,b2
favour,noun,b1
favour,verb,b2
favourite,adjective,a1
favourite,noun,a1
fear,noun,a2
fear,verb,b1
feather,noun,b2
feature,noun,a2
feature,verb,b1
February,noun,a1
fee,noun,b2
feed,noun,b2
feed,verb,a2
feedback,noun,b2
feel,noun,b2
feel,verb,a1
feeling,noun,a1
fellow,adjective,b2
female,adjective,a2
female,noun,a2
fence,noun,b1
festival,noun,a1
few,adjective,a1
few,determiner,a1
few,pronoun,a1
fiction,noun,a2
field,noun,a2
fifteen,number,a1
fifth,ordinal number,a1
fifty,number,a1
fight,noun,a2
fight,verb,a2
fighting,noun,b1
figure,noun,a2
figure,verb,b2
file,noun,b1
file,verb,b2
fill,verb,a1
film,noun,a1
film,verb,a2
final,adjective,a1
final,noun,a2
finally,adverb,a2
finance,noun,b2
finance,verb,b2
financial,adjective,b1
find,verb,a1
finding,noun,b2
fine,adjective,a1
finger,noun,a2
finish,noun,a2
finish,verb,a1
fire,noun,a1
fire,verb,b1
firm,noun,b2
first,adverb,a1
first,determiner,a1
first,noun,a2
first,ordinal number,a1
firstly,adverb,a2
fish,noun,a1
fish,verb,a2
fishing,noun,a2
fit,adjective,a2
fit,verb,a2
fitness,noun,b1
five,number,a1
fix,noun,b2
fix,verb,a2
fixed,adjective,b1
flag,noun,b1
flame,noun,b2
flash,noun,b2
flash,verb,b2
flat,adjective,a2
flat,noun,a1
flexible,adjective,b2
flight,noun,a1
float,verb,b2
flood,noun,b1
flood,verb,b1
floor,noun,a1
flour,noun,b1
flow,noun,b1
flow,verb,b1
flower,noun,a1
flu,noun,a2
fly,noun,a2
fly,verb,a1
flying,adjective,a2
flying,noun,a2
focus,noun,a2
focus,verb,a2
fold,noun,b2
fold,verb,b1
folding,adjective,b2
folk,adjective,b1
folk,noun,b1
follow,verb,a1
following,adjective,a2
following,noun,b1
following,preposition,b2
food,noun,a1
foot,noun,a1
football,noun,a1
for,preposition,a1
force,noun,b1
force,verb,b1
foreign,adjective,a2
forest,noun,a2
forever,adverb,b1
forget,verb,a1
forgive,verb,b2
fork,noun,a2
form,noun,a1
form,verb,a1
formal,adjective,a2
former,adjective,b2
fortunately,adverb,a2
fortune,noun,b2
forty,number,a1
forward,adjective,b2
forward,adverb,a2
found,verb,b2
four,number,a1
fourteen,number,a1
fourth,ordinal number,a1
frame,noun,b1
frame,verb,b1
free,adjective,a1
free,adverb,a2
free,verb,b2
freedom,noun,b2
freeze,verb,b1
frequency,noun,b2
frequently,adverb,b1
fresh,adjective,a2
Friday,noun,a1
fridge,noun,a2
friend,noun,a1
friendly,adjective,a1
friendship,noun,b1
frighten,verb,b1
frightened,adjective,b1
frightening,adjective,b1
frog,noun,a2
from,preposition,a1
front,adjective,a1
front,noun,a1
frozen,adjective,b1
fruit,noun,a1
fry,verb,b1
fuel,noun,b1
fuel,verb,b2
full,adjective,a1
fully,adverb,b2
fun,adjective,a2
fun,noun,a1
function,noun,b1
function,verb,b2
fund,noun,b2
fund,verb,b2
fundamental,adjective,b2
funding,noun,b2
funny,adjective,a1
fur,noun,b1
furniture,noun,a2
further,adjective,a2
further,adverb,b1
furthermore,adverb,b2
future,adjective,a2
future,noun,a1
gain,noun,b2
gain,verb,b2
gallery,noun,a2
game,noun,a1
gang,noun,b2
gap,noun,a2
garage,noun,b1
garden,noun,a1
gas,noun,a2
gate,noun,a2
gather,verb,b1
general,adjective,a2
generally,adverb,b1
generate,verb,b2
generation,noun,b1
generous,adjective,b1
genre,noun,b2
gentle,adjective,b1
gentleman,noun,b1
geography,noun,a1
get,verb,a1
ghost,noun,b1
giant,adjective,b1
giant,noun,b1
gift,noun,a2
girl,noun,a1
girlfriend,noun,a1
give,verb,a1
glad,adjective,b1
glass,noun,a1
global,adjective,b1
glove,noun,b1
go,noun,b1
go,verb,a1
goal,noun,a2
god,noun,a2
gold,adjective,a2
gold,noun,a2
golf,noun,a2
good,adjective,a1
good,noun,a2
goodbye,exclamation,a1
goodbye,noun,a1
goods,noun,b1
govern,verb,b2
government,noun,a2
grab,verb,b2
grade,noun,b1
grade,verb,b2
gradually,adverb,b2
graduate,noun,b1
graduate,verb,b1
grain,noun,b1
grand,adjective,b2
grandfather,noun,a1
grandmother,noun,a1
grandparent,noun,a1
grant,noun,b2
grant,verb,b2
grass,noun,a2
grateful,adjective,b1
great,adjective,a1
green,adjective,a1
green,noun,a1
greet,verb,a2
grey,adjective,a1
grey,noun,a1
ground,noun,a2
group,noun,a1
grow,verb,a1
growth,noun,b1
guarantee,noun,b2
guarantee,verb,b2
guard,noun,b1
guard,verb,b1
guess,noun,a1
guess,verb,a1
guest,noun,a2
guide,noun,a2
guide,verb,a2
guilty,adjective,b1
guitar,noun,a1
gun,noun,a2
guy,noun,a2
gym,noun,a1
habit,noun,a2
hair,noun,a1
half,adverb,a2
half,determiner,a1
half,noun,a1
half,pronoun,a1
hall,noun,a2
hand,noun,a1
hand,verb,b1
handle,noun,b2
handle,verb,b2
hang,verb,b1
happen,verb,a1
happily,adverb,a2
happiness,noun,b1
happy,adjective,a1
hard,adjective,a1
hard,adverb,a1
hardly,adverb,b1
harm,noun,b2
harm,verb,b2
harmful,adjective,b2
hat,noun,a1
hate,noun,b1
hate,verb,a1
have,verb,a1
have,auxiliary verb,a2
have to,modal verb,a1
he,pronoun,a1
head,noun,a1
head,verb,b1
headache,noun,a2
headline,noun,b1
health,noun,a1
healthy,adjective,a1
hear,verb,a1
hearing,noun,b2
heart,noun,a2
heat,noun,a2
heat,verb,a2
heating,noun,b1
heaven,noun,b2
heavily,adverb,b1
heavy,adjective,a2
heel,noun,b2
height,noun,a2
helicopter,noun,b1
hell,noun,b2
hello,exclamation,a1
hello,noun,a1
help,noun,a1
help,verb,a1
helpful,adjective,a2
her,determiner,a1
her,pronoun,a1
here,adverb,a1
hero,noun,a2
hers,pronoun,a2
herself,pronoun,a2
hesitate,verb,b2
hey,exclamation,a1
hi,exclamation,a1
hide,verb,a2
high,adjective,a1
high,adverb,a2
high,noun,b2
highlight,noun,b1
highlight,verb,b1
highly,adverb,b1
hill,noun,a2
him,pronoun,a1
himself,pronoun,a2
hire,noun,b2
hire,verb,b1
his,determiner,a1
his,pronoun,a2
historic,adjective,b1
historical,adjective,b1
history,noun,a1
hit,noun,a2
hit,verb,a2
hobby,noun,a1
hockey,noun,a2
hold,noun,b2
hold,verb,a2
hole,noun,a2
holiday,noun,a1
hollow,adjective,b2
holy,adjective,b2
home,adjective,a2
home,adverb,a1
home,noun,a1
homework,noun,a1
honest,adjective,b1
honour,noun,b2
honour,verb,b2
hope,noun,a2
hope,verb,a1
horrible,adjective,b1
horror,noun,b1
horse,noun,a1
hospital,noun,a1
host,noun,b1
host,verb,b2
hot,adjective,a1
hotel,noun,a1
hour,noun,a1
house,noun,a1
house,verb,b2
household,noun,b2
housing,noun,b2
how,adverb,a1
however,adverb,a1
huge,adjective,a2
human,adjective,a2
human,noun,a2
humorous,adjective,b2
humour,noun,b2
hundred,number,a1
hungry,adjective,a1
hunt,noun,b2
hunt,verb,b1
hunting,noun,b2
hurricane,noun,b1
hurry,noun,b1
hurry,verb,b1
hurt,adjective,a2
hurt,noun,b2
hurt,verb,a2
husband,noun,a1
I,pronoun,a1
ice,noun,a1
ice cream,noun,a1
idea,noun,a1
ideal,adjective,a2
ideal,noun,b2
identify,verb,a2
identity,noun,b1
if,conjunction,a1
ignore,verb,b1
ill,adjective,a2
illegal,adjective,b1
illness,noun,a2
illustrate,verb,b2
illustration,noun,b2
image,noun,a2
imaginary,adjective,b1
imagination,noun,b2
imagine,verb,a1
immediate,adjective,b1
immediately,adverb,a2
immigrant,noun,b1
impact,noun,b1
impact,verb,b1
impatient,adjective,b2
imply,verb,b2
import,noun,b1
import,verb,b1
importance,noun,b1
important,adjective,a1
impose,verb,b2
impossible,adjective,a2
impress,verb,b2
impressed,adjective,b2
impression,noun,b1
impressive,adjective,b1
improve,verb,a1
improvement,noun,b1
in,adverb,a1
in,preposition,a1
inch,noun,b2
incident,noun,b2
include,verb,a1
included,adjective,a2
including,preposition,a2
income,noun,b2
increase,noun,a2
increase,verb,a2
increasingly,adverb,b2
incredible,adjective,a2
incredibly,adverb,b1
indeed,adverb,b1
independent,adjective,a2
indicate,verb,b1
indirect,adjective,b1
individual,adjective,a2
individual,noun,a2
indoor,adjective,b1
indoors,adverb,b1
industrial,adjective,b2
industry,noun,a2
infection,noun,b2
influence,noun,b1
influence,verb,b1
inform,verb,b2
informal,adjective,a2
information,noun,a1
ingredient,noun,b1
initial,adjective,b2
initially,adverb,b2
initiative,noun,b2
injure,verb,b1
injured,adjective,b1
injury,noun,a2
inner,adjective,b2
innocent,adjective,b1
inquiry,noun,b2
insect,noun,a2
inside,adjective,a2
inside,adverb,a2
inside,noun,a2
inside,preposition,a2
insight,noun,b2
insist,verb,b2
inspire,verb,b2
install,verb,b2
instance,noun,b2
instead,adverb,a2
institute,noun,b2
institution,noun,b2
instruction,noun,a2
instructor,noun,a2
instrument,noun,a2
insurance,noun,b2
intelligence,noun,b1
intelligent,adjective,a2
intend,verb,b1
intended,adjective,b2
intense,adjective,b2
intention,noun,b1
interest,noun,a1
interest,verb,a1
interested,adjective,a1
interesting,adjective,a1
internal,adjective,b2
international,adjective,a2
internet,noun,a1
interpret,verb,b2
interrupt,verb,b2
interview,noun,a1
interview,verb,a1
into,preposition,a1
introduce,verb,a1
introduction,noun,a2
invent,verb,a2
invention,noun,a2
invest,verb,b1
investigate,verb,b1
investigation,noun,b2
investment,noun,b2
invitation,noun,a2
invite,verb,a2
involve,verb,a2
involved,adjective,b1
iron,noun,b1
iron,verb,b1
island,noun,a1
issue,noun,b1
issue,verb,b2
IT,noun,b1
it,pronoun,a1
item,noun,a2
its,determiner,a1
itself,pronoun,a2
jacket,noun,a1
jam,noun,a2
January,noun,a1
jazz,noun,a2
jeans,noun,a1
jewellery,noun,a2
job,noun,a1
join,verb,a1
joke,noun,a2
joke,verb,a2
journal,noun,b1
journalist,noun,a2
journey,noun,a1
joy,noun,b2
judge,noun,b1
judge,verb,b1
judgement,noun,b2
juice,noun,a1
July,noun,a1
jump,noun,a2
jump,verb,a2
June,noun,a1
junior,adjective,b2
just,adverb,a1
justice,noun,b2
justify,verb,b2
keen,adjective,b1
keep,verb,a1
key,adjective,a1
key,noun,a1
key,verb,b1
keyboard,noun,b1
kick,noun,b1
kick,verb,b1
kid,noun,a2
kill,verb,a2
killing,noun,b1
kilometre,noun,a1
kind,adjective,b1
kind,noun,a1
king,noun,a2
kiss,noun,b1
kiss,verb,b1
kitchen,noun,a1
knee,noun,a2
knife,noun,a2
knock,noun,b1
knock,verb,a2
know,verb,a1
knowledge,noun,a2
lab,noun,a2
label,noun,b1
label,verb,b1
laboratory,noun,b1
labour,noun,b2
lack,noun,b1
lack,verb,b1
lady,noun,a2
lake,noun,a2
lamp,noun,a2
land,noun,a1
land,verb,a2
landscape,noun,b2
language,noun,a1
laptop,noun,a2
large,adjective,a1
largely,adverb,b2
last,adverb,a2
last,determiner,a1
last,noun,a2
last,verb,a2
late,adjective,a1
late,adverb,a1
later,adjective,a2
later,adverb,a1
latest,adjective,b1
latest,noun,b2
laugh,noun,a1
laugh,verb,a1
laughter,noun,a2
launch,noun,b2
launch,verb,b2
law,noun,a2
lawyer,noun,a2
lay,verb,b1
layer,noun,b1
lazy,adjective,a2
lead,noun,b1
lead,verb,a2
leader,noun,a2
leadership,noun,b2
leading,adjective,b1
leaf,noun,b1
league,noun,b2
lean,verb,b2
learn,verb,a1
learning,noun,a2
least,adverb,a2
least,determiner,a2
least,pronoun,a2
leather,noun,b1
leave,noun,b2
leave,verb,a1
lecture,noun,a2
lecture,verb,a2
left,adjective,a1
left,adverb,a1
left,noun,a1
leg,noun,a1
legal,adjective,b1
leisure,noun,b1
lemon,noun,a2
lend,verb,a2
length,noun,b1
less,adverb,a2
less,determiner,a2
less,pronoun,a2
lesson,noun,a1
let,verb,a1
letter,noun,a1
level,adjective,b1
level,noun,a2
level,verb,b2
library,noun,a1
licence,noun,b2
lie,noun,b1
lie,verb,a1
lie,verb,b1
life,noun,a1
lifestyle,noun,a2
lift,noun,a2
lift,verb,a2
light,adjective,a1
light,noun,a1
light,verb,a2
like,noun,b1
like,preposition,a1
like,verb,a1
likely,adjective,a2
limit,noun,b1
limit,verb,b1
limited,adjective,b2
line,noun,a1
line,verb,b2
link,noun,a2
link,verb,a2
lion,noun,a1
lip,noun,b1
liquid,adjective,b1
liquid,noun,b1
list,noun,a1
list,verb,a1
listen,verb,a1
listener,noun,a2
literature,noun,b1
little,adjective,a1
little,adverb,a2
little,determiner,a1
little,pronoun,a1
live,adjective,b1
live,adverb,b1
live,verb,a1
lively,adjective,b2
living,adjective,b1
living,noun,b1
load,noun,b2
load,verb,b2
loan,noun,b2
local,adjective,a1
local,noun,b1
locate,verb,b1
located,adjective,b1
location,noun,b1
lock,noun,a2
lock,verb,a2
logical,adjective,b2
lonely,adjective,b1
long,adjective,a1
long,adverb,a1
long-term,adjective,b2
long-term,adverb,b2
look,noun,a2
look,verb,a1
loose,adjective,b2
lord,noun,b2
lorry,noun,a2
lose,verb,a1
loss,noun,b1
lost,adjective,a2
lot,adverb,a1
lot,determiner,a1
lot,pronoun,a1
loud,adjective,a2
loud,adverb,a2
loudly,adverb,a2
love,noun,a1
love,verb,a1
lovely,adjective,a2
low,adjective,a2
low,adverb,a2
low,noun,b2
lower,verb,b2
luck,noun,a2
lucky,adjective,a2
lunch,noun,a1
lung,noun,b2
luxury,adjective,b1
luxury,noun,b1
machine,noun,a1
mad,adjective,b1
magazine,noun,a1
magic,adjective,b1
magic,noun,b1
mail,noun,a2
mail,verb,a2
main,adjective,a1
mainly,adverb,b1
maintain,verb,b2
major,adjective,a2
majority,noun,b2
make,noun,b2
make,verb,a1
male,adjective,a2
male,noun,a2
mall,noun,b1
man,noun,a1
manage,verb,a2
management,noun,b1
manager,noun,a2
manner,noun,a2
many,determiner,a1
many,pronoun,a1
map,noun,a1
map,verb,b2
March,noun,a1
mark,noun,a2
mark,verb,a2
market,noun,a1
market,verb,b1
marketing,noun,b1
marriage,noun,b1
married,adjective,a1
marry,verb,a2
mass,adjective,b2
mass,noun,b2
massive,adjective,b2
master,noun,b2
master,verb,b2
match,noun,a1
match,verb,a1
matching,adjective,b2
material,adjective,b2
material,noun,a2
mathematics,noun,a2
maths,noun,a2
matter,noun,a2
matter,verb,a2
maximum,adjective,b2
maximum,noun,b2
May,noun,a1
may,modal verb,a2
maybe,adverb,a1
me,pronoun,a1
meal,noun,a1
mean,verb,a1
meaning,noun,a1
means,noun,b2
meanwhile,adverb,b1
measure,noun,b1
measure,verb,b1
measurement,noun,b2
meat,noun,a1
media,noun,a2
medical,adjective,a2
medicine,noun,a2
medium,adjective,b1
medium,noun,b2
meet,verb,a1
meeting,noun,a1
melt,verb,b2
member,noun,a1
memory,noun,a2
mental,adjective,b1
mention,noun,b1
mention,verb,a2
menu,noun,a1
mess,noun,b1
message,noun,a1
metal,noun,a2
method,noun,a2
metre,noun,a1
middle,adjective,a2
middle,noun,a2
midnight,noun,a1
might,modal verb,a2
mild,adjective,b1
mile,noun,a1
military,adjective,b2
military,noun,b2
milk,noun,a1
million,number,a1
mind,noun,a2
mind,verb,a2
mine,noun,b1
mine,pronoun,a2
mineral,noun,b2
minimum,adjective,b2
minimum,noun,b2
minister,noun,b2
minor,adjective,b2
minority,noun,b2
minute,noun,a1
mirror,noun,a2
miss,verb,a1
missing,adjective,a2
mission,noun,b2
mistake,noun,a1
mistake,verb,b2
mix,noun,b1
mix,verb,b1
mixed,adjective,b2
mixture,noun,b1
mobile,adjective,a2
mobile,noun,a2
model,noun,a1
model,verb,b2
modern,adjective,a1
modify,verb,b2
moment,noun,a1
Monday,noun,a1
money,noun,a1
monitor,noun,b2
monitor,verb,b2
monkey,noun,a2
month,noun,a1
mood,noun,b1
moon,noun,a2
moral,adjective,b2
moral,noun,b2
more,adverb,a1
more,determiner,a1
more,pronoun,a1
morning,noun,a1
most,adverb,a1
most,determiner,a1
most,pronoun,a1
mostly,adverb,a2
mother,noun,a1
motor,adjective,b2
motor,noun,b2
motorcycle,noun,a2
mount,verb,b2
mountain,noun,a1
mouse,noun,a1
mouth,noun,a1
move,noun,b1
move,verb,a1
movement,noun,a2
movie,noun,a1
much,adverb,a1
much,determiner,a1
much,pronoun,a1
mud,noun,b1
multiple,adjective,b2
multiply,verb,b2
mum,noun,a1
murder,noun,b1
murder,verb,b1
muscle,noun,b1
museum,noun,a1
music,noun,a1
musical,adjective,a2
musical,noun,b1
musician,noun,a2
must,modal verb,a1
my,determiner,a1
myself,pronoun,a2
mysterious,adjective,b2
mystery,noun,b1
nail,noun,b1
name,noun,a1
name,verb,a1
narrative,adjective,b1
narrative,noun,b1
narrow,adjective,a2
narrow,verb,b2
nation,noun,b1
national,adjective,a2
national,noun,b2
native,adjective,b1
native,noun,b1
natural,adjective,a1
naturally,adverb,b1
nature,noun,a2
near,adjective,a1
near,adverb,a1
near,preposition,a1
nearly,adverb,a2
neat,adjective,b2
necessarily,adverb,b1
necessary,adjective,a2
neck,noun,a2
need,noun,a2
need,verb,a1
need,modal verb,b1
needle,noun,b1
negative,adjective,a1
negative,noun,b2
neighbour,noun,a1
neighbourhood,noun,b1
neither,adverb,b1
neither,determiner,a2
neither,pronoun,a2
nerve,noun,b2
nervous,adjective,a2
net,noun,b1
network,noun,a2
never,adverb,a1
nevertheless,adverb,b2
new,adjective,a1
news,noun,a1
newspaper,noun,a1
next,adjective,a1
next,adverb,a1
next,noun,b1
next to,preposition,a1
nice,adjective,a1
night,noun,a1
nightmare,noun,b2
nine,number,a1
nineteen,number,a1
ninety,number,a1
no,determiner,a1
no,exclamation,a1
no one,pronoun,a1
nobody,pronoun,a1
noise,noun,a2
noisy,adjective,a2
none,pronoun,a2
nor,adverb,b1
nor,conjunction,b1
normal,adjective,a2
normal,noun,b1
normally,adverb,a2
north,adjective,a1
north,adverb,a1
north,noun,a1
northern,adjective,b1
nose,noun,a1
not,adverb,a1
note,noun,a1
note,verb,b1
nothing,pronoun,a1
notice,noun,a2
notice,verb,a2
notion,noun,b2
novel,noun,a2
November,noun,a1
now,adverb,a1
now,conjunction,b1
nowhere,adverb,a2
nuclear,adjective,b1
number,noun,a1
number,verb,a2
numerous,adjective,b2
nurse,noun,a1
nut,noun,a2
o'clock,adverb,a1
obey,verb,b2
object,noun,a1
object,verb,b2
objective,adjective,b2
objective,noun,b2
obligation,noun,b2
observation,noun,b2
observe,verb,b2
obtain,verb,b2
obvious,adjective,b1
obviously,adverb,b1
occasion,noun,b1
occasionally,adverb,b2
occur,verb,b1
ocean,noun,a2
October,noun,a1
odd,adjective,b1
of,preposition,a1
off,adverb,a1
off,preposition,a1
offence,noun,b2
offend,verb,b2
offensive,adjective,b2
offer,noun,a2
offer,verb,a2
office,noun,a1
officer,noun,a2
official,adjective,b1
official,noun,b2
often,adverb,a1
oh,exclamation,a1
oil,noun,a2
OK,adjective,a1
OK,adverb,a1
OK,exclamation,a1
old,adjective,a1
old-fashioned,adjective,b1
on,adverb,a1
on,preposition,a1
once,adverb,a1
once,conjunction,b1
one,determiner,a1
one,number,a1
one,pronoun,a1
onion,noun,a1
online,adjective,a1
online,adverb,a1
only,adjective,a1
only,adverb,a1
onto,preposition,a2
open,adjective,a1
open,verb,a1
opening,noun,b2
operate,verb,b2
operation,noun,b1
opinion,noun,a1
opponent,noun,b2
opportunity,noun,a2
oppose,verb,b2
opposed,adjective,b2
opposite,adjective,a1
opposite,adverb,a1
opposite,noun,a1
opposite,preposition,a1
opposition,noun,b2
option,noun,a2
or,conjunction,a1
orange,adjective,a1
orange,noun,a1
order,noun,a1
order,verb,a1
ordinary,adjective,a2
organ,noun,b2
organization,noun,a2
organize,verb,a2
organized,adjective,b1
organizer,noun,b1
origin,noun,b2
original,adjective,a2
original,noun,b1
originally,adverb,b1
other,adjective,a1
other,pronoun,a1
otherwise,adverb,b2
ought,modal verb,b1
our,determiner,a1
ours,pronoun,b1
ourselves,pronoun,a2
out,adverb,a1
out,preposition,a1
outcome,noun,b2
outdoor,adjective,b1
outdoors,adverb,b1
outer,adjective,b2
outline,noun,b2
outline,verb,b2
outside,adjective,a2
outside,adverb,a1
outside,noun,a2
outside,preposition,a2
oven,noun,a2
over,adverb,a1
over,preposition,a1
overall,adjective,b2
overall,adverb,b2
owe,verb,b2
own,adjective,a1
own,pronoun,a1
own,verb,a2
owner,noun,a2
pace,noun,b2
pace,verb,b2
pack,noun,b1
pack,verb,a2
package,noun,b1
package,verb,b2
page,noun,a1
pain,noun,a2
painful,adjective,b1
paint,noun,a1
paint,verb,a1
painter,noun,a2
painting,noun,a1
pair,noun,a1
palace,noun,a2
pale,adjective,b1
pan,noun,b1
panel,noun,b2
pants,noun,a2
paper,noun,a1
paragraph,noun,a1
parent,noun,a1
park,noun,a1
park,verb,a1
parking,noun,a2
parliament,noun,b2
part,noun,a1
participant,noun,b2
participate,verb,b1
particular,adjective,a2
particularly,adverb,b1
partly,adverb,b2
partner,noun,a1
party,noun,a1
pass,noun,b1
pass,verb,a2
passage,noun,b2
passenger,noun,a2
passion,noun,b1
passport,noun,a1
past,adjective,a1
past,adverb,a2
past,noun,a1
past,preposition,a1
path,noun,b1
patient,adjective,b2
patient,noun,a2
pattern,noun,a2
pay,noun,a2
pay,verb,a1
payment,noun,b1
peace,noun,a2
peaceful,adjective,b1
pen,noun,a1
pencil,noun,a1
penny,noun,a2
pension,noun,b2
people,noun,a1
pepper,noun,a1
per,preposition,a2
per cent,adjective,a2
per cent,adverb,a2
per cent,noun,a2
percentage,noun,b1
perfect,adjective,a1
perfectly,adverb,b1
perform,verb,a2
performance,noun,b1
perhaps,adverb,a2
period,noun,a1
permanent,adjective,b2
permission,noun,a2
permit,noun,b2
permit,verb,b2
person,noun,a1
personal,adjective,a1
personality,noun,a2
personally,adverb,b1
perspective,noun,b2
persuade,verb,b1
pet,noun,a2
petrol,noun,a2
phase,noun,b2
phenomenon,noun,b2
philosophy,noun,b2
phone,noun,a1
phone,verb,a1
photo,noun,a1
photograph,noun,a1
photograph,verb,a2
photographer,noun,b1
photography,noun,b1
phrase,noun,a1
physical,adjective,a2
physics,noun,a2
piano,noun,a1
pick,noun,b2
pick,verb,a2
picture,noun,a1
picture,verb,b2
piece,noun,a1
pig,noun,a1
pile,noun,b2
pile,verb,b2
pilot,noun,a2
pin,noun,b1
pin,verb,b1
pink,adjective,a1
pink,noun,a1
pipe,noun,b1
pitch,noun,b2
place,noun,a1
place,verb,b1
plain,adjective,b2
plan,noun,a1
plan,verb,a1
plane,noun,a1
planet,noun,a2
planning,noun,b1
plant,noun,a1
plant,verb,a2
plastic,adjective,a2
plastic,noun,a2
plate,noun,a2
platform,noun,a2
play,noun,a1
play,verb,a1
player,noun,a1
pleasant,adjective,b1
please,exclamation,a1
please,verb,a2
pleased,adjective,a2
pleasure,noun,b1
plenty,pronoun,b1
plot,noun,b1
plot,verb,b2
plus,adjective,b2
plus,conjunction,b2
plus,noun,b2
plus,preposition,b1
pocket,noun,a2
poem,noun,b1
poet,noun,b1
poetry,noun,b1
point,noun,a1
point,verb,b1
pointed,adjective,b2
poison,noun,b1
poison,verb,b1
poisonous,adjective,b1
police,noun,a1
policeman,noun,a1
policy,noun,b1
polite,adjective,a2
political,adjective,b1
politician,noun,b1
politics,noun,b1
pollution,noun,a2
pool,noun,a1
poor,adjective,a1
pop,adjective,a2
pop,noun,a2
popular,adjective,a1
popularity,noun,b2
population,noun,a2
port,noun,b1
portrait,noun,b1
pose,verb,b2
position,noun,a2
position,verb,b2
positive,adjective,a1
positive,noun,b2
possess,verb,b2
